Rank,Name
1,Mary
2,Dorothy
3,Betty
4,Helen
5,Margaret
6,Ruth
7,Doris
8,Virginia
9,Mildred
10,Frances
11,Elizabeth
12,Jean
13,Evelyn
14,Shirley
15,Anna
16,Barbara
17,Alice
18,Marie
19,Lois
20,Gloria
21,Irene
22,Marjorie
23,Patricia
24,Martha
25,Rose
26,Florence
27,Louise
28,Lillian
29,Norma
30,Ruby
31,Catherine
32,Eleanor
33,Phyllis
34,Annie
35,Gladys
36,Thelma
37,Josephine
38,Edna
39,Pauline
40,June
41,Ethel
42,Edith
43,Lucille
44,Joyce
45,Bernice
46,Grace
47,Marion
48,Hazel
49,Dolores
50,Rita
51,Joan
52,Juanita
53,Lorraine
54,Geraldine
55,Ann
56,Jane
57,Nancy
58,Beatrice
59,Emma
60,Audrey
61,Clara
62,Esther
63,Sarah
64,Theresa
65,Marilyn
66,Wanda
67,Wilma
68,Elaine
69,Elsie
70,Marian
71,Gertrude
72,Katherine
73,Willie
74,Beverly
75,Julia
76,Bertha
77,Agnes
78,Charlotte
79,Eva
80,Vivian
81,Laura
82,Ida
83,Kathleen
84,Vera
85,Maxine
86,Anne
87,Kathryn
88,Jeanne
89,Bessie
90,Donna
91,Alma
92,Eileen
93,Jessie
94,Violet
95,Rosemary
96,Pearl
97,Viola
98,Ella
99,Lillie
100,Ellen
101,Myrtle
102,Nellie
103,Margie
104,Peggy
105,Bonnie
106,Lucy
107,Sylvia
108,Arlene
109,Mattie
110,Janet
111,Minnie
112,Leona
113,Carol
114,Carolyn
115,Maria
116,Georgia
117,Geneva
118,Mae
119,Jacqueline
120,Christine
121,Stella
122,Billie
123,Lena
124,Velma
125,Rosa
126,Loretta
127,Mabel
128,Genevieve
129,Muriel
130,Opal
131,Sara
132,Jennie
133,Harriet
134,Eunice
135,Roberta
136,Jeanette
137,Marguerite
138,Carrie
139,Hilda
140,Dora
141,Naomi
142,Emily
143,Alberta
144,Claire
145,Delores
146,Constance
147,Blanche
148,Beulah
149,Inez
150,Anita
151,Hattie
152,Verna
153,Fannie
154,Lula
155,Miriam
156,Rosie
157,Erma
158,Cora
159,Janice
160,Sally
161,Ada
162,Lola
163,Madeline
164,Mable
165,Rachel
166,Bette
167,Mamie
168,Flora
169,Laverne
170,Irma
171,Daisy
172,Imogene
173,Faye
174,Caroline
175,Eloise
176,Nora
177,Marcella
178,Bettie
179,Eula
180,Rosalie
181,Teresa
182,Antoinette
183,Olga
184,Susie
