Rank,Girl Name,Boy Name
1,Mary,John
2,Dorothy,Robert
3,Helen,William
4,Margaret,James
5,Ruth,Charles
6,Betty,George
7,Virginia,Joseph
8,Mildred,Edward
9,Elizabeth,Richard
10,Frances,Frank
11,Doris,Thomas
12,Anna,Donald
13,Evelyn,Harold
14,Marie,Paul
15,Alice,Walter
16,Marjorie,Raymond
17,Irene,Henry
18,Florence,Jack
19,Lillian,Arthur
20,Jean,Albert
21,Martha,Kenneth
22,Louise,Harry
23,Rose,Ralph
24,Catherine,David
25,Gladys,Eugene
26,Ruby,Howard
27,Josephine,Louis
28,Eleanor,Willie
29,Edna,Clarence
30,Annie,Carl
31,Thelma,Earl
32,Ethel,Roy
33,Lucille,Fred
34,Edith,Francis
35,Lois,Joe
36,Pauline,Lawrence
37,Hazel,Ernest
38,Grace,Leonard
39,Shirley,Anthony
40,Barbara,Herbert
41,Bernice,Stanley
42,Marion,Alfred
43,Beatrice,Samuel
44,Esther,Norman
45,June,Warren
46,Norma,Bernard
47,Clara,Daniel
48,Gertrude,Michael
49,Ann,Russell
50,Emma,Melvin
51,Sarah,Leo
52,Rita,Edwin
53,Phyllis,Andrew
54,Katherine,Elmer
55,Jane,Leroy
56,Lorraine,Marvin
57,Juanita,Peter
58,Geraldine,Gerald
59,Elsie,Lloyd
60,Julia,Frederick
61,Gloria,Floyd
62,Agnes,Theodore
63,Bertha,Clifford
64,Eva,Chester
65,Ida,Ray
66,Anne,Herman
67,Marian,Clyde
68,Laura,Vernon
69,Patricia,Lester
70,Willie,Philip
71,Pearl,Vincent
72,Viola,Charlie
73,Kathryn,Alvin
74,Vivian,Milton
75,Myrtle,Lewis
76,Charlotte,Gordon
77,Wilma,Leon
78,Nancy,Wayne
79,Vera,Glenn
80,Kathleen,Martin
81,Bessie,Jesse
82,Maxine,Benjamin
83,Nellie,Lee
84,Alma,Sam
85,Lillie,Cecil
86,Violet,Victor
87,Jessie,Wallace
88,Stella,Harvey
89,Audrey,Dale
90,Ella,Billy
91,Minnie,Willard
92,Wanda,Oscar
93,Lucy,Edgar
94,Sylvia,Arnold
95,Ellen,Allen
96,Eileen,Roger
97,Jeanne,Claude
98,Genevieve,Everett
99,Mabel,Virgil
100,Margie,Gilbert
101,Leona,Stephen
102,Elaine,Wilbur
103,Mattie,Maurice
104,Dolores,Bill
105,Jennie,Johnnie
106,Marguerite,Douglas
107,Lena,Marion
108,Opal,Homer
109,Theresa,Morris
110,Geneva,Sidney
111,Mae,Jessie
112,Muriel,Eddie
113,Velma,Curtis
114,Georgia,Leslie
115,Blanche,Roland
116,Christine,Hubert
117,Harriet,Max
118,Sara,Luther
119,Eunice,Manuel
120,Rosemary,Hugh
121,Emily,Jerome
122,Carrie,Nicholas
123,Rosa,Glen
124,Beulah,Irving
125,Loretta,Alexander
126,Joyce,Franklin
127,Joan,Wesley
128,Jeanette,Calvin
129,Janet,Julius
130,Inez,Steve
131,Hilda,Jose
132,Maria,Horace
133,Arlene,Willis
134,Naomi,Oliver
135,Fannie,Jerry
136,Alberta,Don
137,Bonnie,Tony
138,Dora,Rudolph
139,Hattie,Ben
140,Cora,Jimmie
141,Anita,Guy
142,Lula,Bruce
143,Madeline,Earnest
144,Carolyn,Gene
145,Marilyn,Tom
146,Verna,Lyle
147,Mamie,Ronald
148,Ada,Jacob
149,Constance,Junior
150,Roberta,Archie
151,Miriam,Orville
152,Mable,Patrick
153,Sophie,Edmund
154,Rachel,Salvatore
155,Marcella,Alex
156,Olga,Otis
157,Daisy,Keith
158,Carol,Dean
159,Flora,Matthew
160,Bette,Clayton
161,Lola,Angelo
162,Winifred,Delbert
163,Beverly,Mike
164,Erma,Phillip
165,Rosie,Clinton
166,Donna,Bennie
167,Claire,Wilbert
168,Estelle,Clifton
169,Olive,Jim
170,Maggie,Johnny
171,Peggy,Marshall
172,Susie,Merle
173,Rebecca,Emil
174,Eula,Dan
175,Antoinette,Nathaniel
176,Caroline,Ira
177,Sadie,Ervin
178,Lorene,Nick
179,Eloise,Bob
180,Nora,Jay
181,Laverne,Julian
182,Fern,Forrest
183,Henrietta,Leland
184,Irma,Elbert
185,Della,Nathan
186,Victoria,Ivan
187,Regina,Alton
188,Nina,Rufus
189,Lucile,Seymour
190,Billie,Isaac
191,Rosalie,Wilfred
192,Lottie,Irvin
193,Adeline,Dewey
194,Katie,Sylvester
195,Amelia,Lonnie
196,Veronica,Aaron
197,Jeannette,Lowell
198,Angelina,Dennis
199,Lydia,Mark
200,Essie,Antonio
201,Jacqueline,Nelson
202,Cleo,Felix
203,Nettie,Pete
204,Sally,Grover
205,Ernestine,Owen
206,Angeline,Murray
207,Dorothea,Norbert
208,Melba,Otto
209,Goldie,Duane
210,Faye,Ellis
211,Freda,Woodrow
212,Lila,Juan
213,Imogene,Mack
214,Ollie,Billie
215,Delores,Perry
216,Johnnie,Rex
217,Adele,Bert
218,Isabel,Johnie
219,Bettie,Ted
220,Lela,Eldon
221,Ora,Wendell
222,Luella,Abraham
223,Addie,Byron
224,May,Percy
225,Annette,August
226,Jewell,Allan
227,Effie,Elwood
228,Jewel,Carroll
229,Susan,Loyd
230,Isabelle,Laurence
231,Carmen,Emmett
232,Leola,Grady
233,Gwendolyn,Ross
234,Iva,Jesus
235,Priscilla,Myron
236,Cecelia,Wilson
237,Yvonne,Amos
238,Sallie,Loren
239,Janice,Dominick
240,Cecilia,Malcolm
241,Reba,Adolph
242,Eleanore,Gerard
243,Etta,Sherman
244,Teresa,Fredrick
245,Ola,Dominic
246,Selma,Karl
247,Alta,Harley
248,Ina,Boyd
249,Elva,Erwin
250,Janie,Roscoe
251,Lizzie,Troy
252,Sue,Tommy
253,Celia,Freddie
254,Natalie,Larry
255,Iris,Neil
256,Lenora,Alan
257,Nell,Burton
258,Angela,Garland
259,Matilda,Millard
260,Nadine,Adam
261,Estella,Preston
262,Helene,Aubrey
263,Amy,Morton
264,Francis,Louie
265,Arline,Austin
266,Annabelle,Mario
267,Elnora,Carlton
268,Elma,Dwight
269,Nannie,Doyle
270,Ila,Carlos
271,Carmela,Reuben
272,Elvira,Cornelius
273,Fay,Charley
274,Frieda,Tommie
275,Virgie,Jasper
276,Carmella,Grant
277,Elinor,Laverne
278,Mavis,Rodney
279,Connie,Maynard
280,Olivia,Steven
281,Maude,Edmond
282,Clarice,Neal
283,Gracie,Rocco
284,Mollie,Harlan
285,Bernadine,Moses
286,Harriett,Mitchell
287,Rena,Lynn
288,Dorthy,Jimmy
289,Margery,Dallas
290,Eugenia,Darrell
291,Lee,Simon
292,Edythe,Harrison
293,Leah,Bobby
294,Flossie,Joel
295,Myra,Wilmer
296,Zelma,Odell
297,Rhoda,Roosevelt
298,Sybil,Dick
299,Winnie,Irwin
300,Millie,Ruben
301,Concetta,Thurman
302,Neva,Will
303,Aileen,Elton
304,Cornelia,Monroe
305,Frankie,Ramon
306,Yolanda,Wade
307,Odessa,Cleveland
308,Josie,Elvin
309,Joy,Stuart
310,Rosetta,Emanuel
311,Lenore,Francisco
312,Alyce,Solomon
313,Marcia,Conrad
314,Loraine,Jake
315,Darlene,Pedro
316,Cecile,Merlin
317,Lily,Clark
318,Dollie,Dave
319,Willa,Russel
320,Adelaide,Ward
321,Hannah,Alonzo
322,Judith,Clair
323,Rosella,Carmen
324,Claudia,Clement
325,Allie,Elmo
326,Jimmie,Weldon
327,Berniece,Elijah
328,Letha,Delmar
329,Madge,Cleo
330,Merle,Kermit
331,Sophia,Armand
332,Avis,Christopher
333,Eddie,Patsy
334,Christina,Alfonso
335,Corinne,Buford
336,Hope,Andy
337,Wilda,Gus
338,Lorena,Lionel
339,Linda,Benny
340,Deloris,Cyril
341,Ophelia,Forest
342,Leila,Vito
343,Florine,Marcus
344,Eliza,Miles
345,Helena,Ed
346,Guadalupe,Ned
347,Corine,Alphonse
348,Dolly,Claud
349,Lou,Jean
350,Earline,Timothy
351,Aline,Randolph
352,Lupe,Reginald
353,Amanda,Stewart
354,Lora,Wiley
355,Hester,Emery
356,Bernadette,Luis
357,Callie,Merrill
358,Ramona,Adrian
359,Bobbie,Eli
360,Pearlie,Hollis
361,Nola,Sanford
362,Suzanne,Orval
363,Charlene,Lavern
364,Iona,Sterling
365,Glenna,Thaddeus
366,Tillie,Wilford
367,Polly,Earle
368,Maudie,Vern
369,Bertie,Levi
370,Gussie,Barney
371,Philomena,Emory
372,Dixie,Ollie
373,Madelyn,Travis
374,Paula,Bruno
375,Lilly,Norris
376,Jo,Winston
377,Reva,Roman
378,Iola,Emerson
379,Lessie,Pasquale
380,Lelia,Sammie
381,Ione,Jess
382,Katharine,Basil
383,Marjory,Wilburn
384,Tommie,Alva
385,John,Anton
386,Marietta,Truman
387,Beth,Winfred
388,Marilynn,Herschel
389,Cynthia,Hyman
390,Aurora,Noah
391,Kay,Cletus
392,Leota,Harris
393,Robbie,Sheldon
394,Antonia,Teddy
395,Roxie,Salvador
396,Lorine,Carmine
397,Molly,Sol
398,Patsy,Pat
399,Althea,Shirley
400,Mona,Royal
