Rank,Girl Name,Boy Name
1,Mary,John
2,Anna,William
3,Margaret,James
4,Helen,George
5,Elizabeth,Charles
6,Ruth,Joseph
7,Ethel,Frank
8,Florence,Robert
9,Emma,Henry
10,Marie,Harry
11,Clara,Edward
12,Minnie,Thomas
13,Bessie,Walter
14,Bertha,Arthur
15,Edna,Fred
16,Lillian,Albert
17,Alice,Clarence
18,Annie,Roy
19,Grace,Willie
20,Mabel,Earl
21,Ida,Louis
22,Rose,Carl
23,Hazel,Paul
24,Martha,Ernest
25,Gertrude,Richard
26,Edith,Samuel
27,Myrtle,Raymond
28,Pearl,Joe
29,Frances,David
30,Nellie,Charlie
31,Ella,Ralph
32,Laura,Harold
33,Elsie,Howard
34,Sarah,Oscar
35,Eva,Andrew
36,Esther,Herbert
37,Louise,Elmer
38,Agnes,Jesse
39,Carrie,Will
40,Lillie,Alfred
41,Catherine,Daniel
42,Lena,Leo
43,Irene,Sam
44,Hattie,Benjamin
45,Julia,Lee
46,Cora,Floyd
47,Gladys,Jack
48,Josephine,Herman
49,Mattie,Lawrence
50,Mildred,Francis
51,Jennie,Michael
52,Alma,Eugene
53,Maude,Claude
54,Mae,Frederick
55,Jessie,Peter
56,Blanche,Clyde
57,Lucy,Ray
58,Dorothy,Edwin
59,Mamie,Lewis
60,Lula,Leonard
61,Stella,Tom
62,Ada,Ben
63,Fannie,Chester
64,Katherine,Edgar
65,Viola,Clifford
66,Maggie,Martin
67,Ruby,Harvey
68,Nora,Jacob
69,Dora,Lester
70,Rosa,Jim
71,May,Luther
72,Ellen,Russell
73,Sadie,Homer
74,Effie,Otto
75,Willie,Hugh
76,Beatrice,Guy
77,Della,Anthony
78,Susie,Bernard
79,Beulah,Jessie
80,Pauline,Lloyd
81,Daisy,Ed
82,Nettie,Theodore
83,Marguerite,Leroy
84,Flora,Leon
85,Lydia,Patrick
86,Vera,Everett
87,Lottie,Leslie
88,Olive,Oliver
89,Marion,Allen
90,Sallie,Stanley
91,Virginia,Philip
92,Lizzie,Archie
93,Emily,Ira
94,Georgia,Eddie
95,Katie,Alexander
96,Kathryn,Norman
97,Etta,Horace
98,Nancy,Bert
99,Evelyn,Charley
100,Charlotte,Victor
101,Theresa,Julius
102,Addie,Cecil
103,Caroline,Stephen
104,Leona,Percy
105,Ann,Isaac
106,Hilda,Donald
107,Ollie,Sidney
108,Eleanor,Alvin
109,Lucille,August
110,Anne,Milton
111,Iva,Marion
112,Amanda,Alex
113,Lela,Wesley
114,Harriet,Glenn
115,Lola,Warren
116,Ora,Gilbert
117,Henrietta,Lonnie
118,Rebecca,Willis
119,Amelia,Earnest
120,Jane,Vernon
121,Bernice,Dave
122,Mollie,Otis
123,Nannie,Emil
124,Inez,Rufus
125,Susan,Jerry
126,Goldie,Nathan
127,Nina,Emmett
128,Estella,Maurice
129,Maud,Melvin
130,Mable,Virgil
131,Loretta,Johnnie
132,Amy,Matthew
133,Kate,Morris
134,Eula,Willard
135,Estelle,Bennie
136,Rachel,Mack
137,Essie,Grover
138,Verna,Dan
139,Maria,Gordon
140,Lois,Phillip
141,Sara,Ross
142,Olga,Amos
143,Frieda,Glen
144,Alta,Hubert
145,Betty,Kenneth
146,Eliza,Orville
147,Flossie,Jess
148,Eunice,Rudolph
149,Matilda,Wilbur
150,Hannah,Alonzo
151,Barbara,Irving
152,Rosie,Sylvester
153,Sylvia,Cornelius
154,Violet,Sherman
155,Lulu,Manuel
156,Sophia,Max
157,Augusta,Wallace
158,Genevieve,Claud
159,Marjorie,Elbert
160,Christine,Edmund
161,Ola,Jay
162,Celia,Calvin
163,Victoria,Jose
164,Belle,Vincent
165,Janie,Adolph
166,Ina,Clifton
167,Jean,Marshall
168,Isabel,Marvin
169,Josie,Irvin
170,Irma,Roscoe
171,Lucile,Curtis
172,Mayme,Roland
173,Sophie,Mike
174,Allie,Reuben
175,Luella,Simon
176,Alberta,Adam
177,Callie,Jake
178,Freda,Harrison
179,Rena,Dennis
180,Winifred,Franklin
181,Nell,Mark
182,Madeline,Ellis
183,Selma,Moses
184,Vivian,Clinton
185,Erma,Ollie
186,Winnie,Owen
187,Tillie,Steve
188,Fern,Aaron
189,Naomi,Arnold
190,Velma,Felix
191,Doris,Perry
192,Millie,Nathaniel
193,Isabelle,Nicholas
194,Leah,Alva
195,Geneva,Gus
196,Bertie,Nelson
197,Bess,Gerald
198,Lora,Noah
199,Virgie,Abraham
200,Elva,Bill
201,Adeline,Karl
202,Norma,Christopher
203,Delia,Don
204,Birdie,Timothy
205,Kathleen,Levi
206,Sally,Pete
207,Dollie,Douglas
208,Gussie,Preston
209,Opal,Anton
210,Hallie,Jeff
211,Lila,Bruce
212,Cecelia,Clayton
213,Teresa,Harley
214,Jeanette,Wiley
215,Leila,Grant
216,Miriam,Hiram
217,Adele,Jasper
218,Myra,Dock
219,Carolyn,Edd
220,Lelia,Eli
221,Cecilia,Johnie
222,Hulda,Byron
223,Hester,Mose
224,Katharine,Monroe
225,Louisa,Roger
226,Zella,Wayne
227,Elsa,Ivan
228,Adelaide,Ervin
229,Mathilda,Miles
230,Rhoda,Silas
231,Cornelia,Austin
232,Jeannette,Earle
233,Regina,Leland
234,Gertie,Pearl
235,Leola,Elijah
236,Maudie,Wade
237,Elma,Forrest
238,Johanna,Julian
239,Lilly,Barney
240,Olivia,Abe
241,Roxie,Anderson
242,Fay,Clark
243,Marian,Cleveland
244,Hettie,Edmond
245,Christina,Fredrick
246,Faye,Juan
247,Bonnie,Troy
248,Lettie,Emanuel
249,Abbie,Bob
250,Bettie,Lyle
251,Cleo,Mary
252,Harriett,Tony
253,Lou,Augustus
254,Nola,Millard
255,Roberta,Scott
256,Madge,Boyd
257,Nelle,Carroll
258,Veronica,Laurence
259,Ila,Marcus
260,Juanita,Chris
261,Margie,Andy
262,Lura,Ezra
263,Claudia,Ferdinand
264,Francis,Gustave
265,Lily,Jimmie
266,Anita,Joel
