Rank,Name
1,Mary
2,Betty
3,Barbara
4,Shirley
5,Dorothy
6,Patricia
7,Joan
8,Margaret
9,Helen
10,Nancy
11,Doris
12,Joyce
13,Ruth
14,Carol
15,Virginia
16,Jean
17,Marilyn
18,Elizabeth
19,Frances
20,Lois
21,Janet
22,Beverly
23,Donna
24,Norma
25,Alice
26,Dolores
27,Martha
28,Phyllis
29,Evelyn
30,Gloria
31,Anna
32,Ann
33,Carolyn
34,Marie
35,Mildred
36,Peggy
37,Rose
38,Annie
39,Ruby
40,Louise
41,Marjorie
42,Catherine
43,Geraldine
44,Eleanor
45,Joanne
46,June
47,Wanda
48,Jane
49,Irene
50,Joann
51,Delores
52,Lillian
53,Arlene
54,Elaine
55,Edna
56,Lorraine
57,Marlene
58,Bonnie
59,Patsy
60,Josephine
61,Florence
62,Sally
63,Rita
64,Juanita
65,Thelma
66,Gladys
67,Sarah
68,Janice
69,Audrey
70,Sylvia
71,Pauline
72,Charlotte
73,Wilma
74,Kathleen
75,Jo
76,Clara
77,Theresa
78,Ethel
79,Grace
80,Jacqueline
81,Edith
82,Bernice
83,Loretta
84,Lucille
85,Emma
86,Marion
87,Hazel
88,Anne
89,Carole
90,Darlene
91,Esther
92,Billie
93,Sandra
94,Judith
95,Ellen
96,Laura
97,Marian
98,Vivian
99,Beatrice
100,Eva
101,Katherine
102,Willie
103,Margie
104,Roberta
105,Julia
106,Jeanette
107,Elsie
108,Kathryn
109,Eileen
110,Bobbie
111,Rosemary
112,Bertha
113,Ella
114,Maxine
115,Maria
116,Lillie
117,Constance
118,Ida
119,Agnes
120,Sue
121,Christine
122,Georgia
123,Alma
124,Diane
125,Sara
126,Nellie
127,Vera
128,Bessie
129,Jessie
130,Anita
131,Jeanne
132,Mattie
133,Minnie
134,Lucy
135,Gertrude
136,Rosa
137,Yvonne
138,Susan
139,Leona
140,Geneva
141,Myrtle
142,Viola
143,Kay
144,Velma
145,Connie
146,Faye
147,Mae
148,Violet
149,Naomi
150,Sharon
151,Charlene
152,Joy
153,Suzanne
154,Pearl
155,Claire
156,Harriet
157,Marcia
158,Carrie
159,Dora
160,Rosie
161,Eunice
162,Pat
163,Rachel
164,Gail
165,Rebecca
166,Lula
167,Alberta
168,Cora
169,Stella
170,Lola
171,Maureen
172,Lena
173,Patty
174,Caroline
175,Emily
176,Hattie
177,Verna
178,Nina
179,Cynthia
180,Erma
181,Gwendolyn
182,Linda
183,Genevieve
184,Judy
185,Fannie
186,Jennie
187,Daisy
188,Marguerite
189,Johnnie
190,Beulah
191,Deloris
192,Hilda
193,Ramona
194,Glenda
195,Jeannette
196,Bettie
197,Flora
198,Rosalie
199,Opal
200,Nora
201,Rosemarie
202,Inez
203,Annette
204,Mamie
205,Diana
206,Jackie
207,Ernestine
208,Carmen
209,Mabel
210,Lila
211,Myrna
212,Irma
213,Ada
214,Dixie
215,Muriel
216,Iris
217,Laverne
218,Miriam
219,Marcella
220,Della
221,Madeline
222,Sheila
223,Janie
224,Melba
225,Eula
226,Imogene
227,Maryann
228,Paula
229,Mable
230,Susie
231,Bette
232,Bettye
233,Maggie
234,Blanche
235,Eloise
236,Colleen
237,Katie
238,Teresa
239,Regina
240,Priscilla
241,Jacquelyn
242,Nadine
243,Freda
244,Sadie
245,Reba
246,Mona
247,Fay
248,Lydia
249,Lorene
250,Angela
251,Marianne
252,Bernadette
253,Antoinette
254,Jimmie
255,Myra
256,Ollie
257,Frankie
258,Karen
259,Victoria
260,Estelle
261,Dorthy
262,Ina
263,Lou
264,Amelia
265,Nettie
266,Sallie
267,Essie
268,Henrietta
269,Natalie
270,Glenna
271,Ora
272,Winifred
273,Iva
274,Claudia
275,Etta
276,Jewel
277,Nelda
278,Willa
279,Mavis
280,Olga
281,Joanna
282,Gayle
283,Lavonne
284,Lela
285,Fern
286,Lenora
287,Veronica
288,Cleo
289,Sondra
290,Celia
291,Lottie
292,Ola
293,Claudette
294,Dorothea
295,Clarice
296,Cecilia
297,Polly
298,Gracie
299,Effie
300,Isabel
301,Bernadine
302,Nell
303,Earline
304,Rhoda
305,Jewell
306,Addie
307,Lee
308,Leola
309,Janis
310,Elinor
311,Arline
312,Rosetta
313,Helene
314,Adele
315,Leah
316,Adrienne
317,Angelina
318,Luella
319,Goldie
320,Jerry
321,Josie
322,Ruthie
323,Cecelia
324,Estella
325,May
326,Ila
327,Lupe
328,Earnestine
329,Elva
330,Olivia
331,Betsy
332,Lizzie
333,Angeline
334,Rena
335,Alta
336,Francis
337,Lenore
338,Corinne
339,Dona
340,Earlene
341,Beverley
342,Julie
343,Beth
344,Marlys
345,Jeannine
346,Dolly
347,Olive
348,Adeline
349,Tommie
350,Faith
351,Amy
352,Elnora
353,Greta
354,Valerie
355,Eddie
356,Dianne
357,Renee
358,Elvira
359,Lorna
360,Nola
361,Nona
362,Winnie
363,Lynn
364,Robbie
365,Pearlie
366,Dollie
367,Neva
368,Molly
369,Virgie
370,Corrine
371,Delia
372,Dawn
373,Gretchen
374,Marylou
375,Elma
376,Christina
377,Guadalupe
378,Mollie
379,Nannie
380,Annabelle
381,Johanna
382,Lucile
383,Deborah
384,Janette
385,Margery
386,Flossie
387,Reva
388,Carmela
389,Millie
390,Harriett
391,Isabelle
392,Odessa
393,Zelma
394,Doreen
395,Cornelia
396,Sybil
397,Frieda
398,Robert
399,Joe
400,Eugenia
401,Selma
402,Avis
403,James
404,Sophie
405,Therese
406,Eleanore
407,Monica
408,John
409,Carlene
410,Louella
411,Rosella
412,Wilda
413,Gwen
414,Margarita
415,Letha
416,Bobby
417,Florine
418,Melva
419,Carmella
420,Lora
421,Marilynn
422,Bonita
423,Leila
424,Hannah
425,Yolanda
426,Alicia
427,Gay
428,Sonia
429,Jannie
430,Edwina
431,Alyce
432,Bennie
433,Georgie
434,Freddie
435,Ilene
436,Queen
437,Corine
438,Rae
439,Elouise
440,Lilly
441,Antonia
442,Lily
443,Loraine
444,Noreen
445,Ima
446,Pansy
447,Aileen
448,Aurora
449,Merle
450,Cecile
451,Shirlee
452,Callie
453,Aline
454,Consuelo
455,Retha
456,Angie
457,Matilda
458,Allie
459,Carla
460,Winona
461,Ophelia
462,Roxie
463,Maude
464,Twila
465,Lorena
466,Lessie
467,Sherry
468,Amanda
469,Rosalyn
470,Zelda
471,Bertie
472,Clare
473,Helena
474,Evangeline
475,Hope
476,Sonya
477,Lona
478,Reta
479,Lorine
480,Iona
481,Peggie
482,Delois
483,Eliza
484,Freida
485,Madelyn
486,Madge
487,William
488,Allene
489,Nita
490,Concetta
491,Delphine
492,Marietta
493,Vernell
494,Francine
495,Leta
496,Charles
497,Claudine
498,Mercedes
499,Rowena
500,Katharine
501,Althea
502,Camille
503,Elena
504,Hester
505,Jan
506,Ladonna
507,Lucia
508,Alene
509,George
510,Lelia
511,Lynne
512,Rosalee
513,Berniece
514,Ester
515,Marjory
516,Maudie
517,Jenny
518,Verla
519,Ardis
520,Delma
521,Doretha
522,Dortha
523,Dorris
524,Esperanza
525,Leota
526,Belva
527,Rheta
528,Ione
529,Nan
530,Ardith
531,Germaine
532,Jill
533,Ofelia
534,Roslyn
535,Pamela
536,Beryl
537,Lavon
538,Marlyn
539,Patti
540,Terry
541,Jaunita
542,Edythe
543,Susanne
544,Adelaide
545,Bobbye
546,Madonna
547,Pearline
548,Petra
549,Roma
550,Carolee
551,Birdie
552,Caryl
553,Zella
554,Charlie
555,Wilhelmina
556,Gearldine
557,Jeannie
558,Sammie
559,Lucinda
560,Millicent
561,Andrea
562,Alfreda
563,Lue
564,Ava
565,Jeanine
566,Richard
567,Velda
568,Dessie
569,Justine
570,Stephanie
571,Dottie
572,Meredith
573,Phoebe
574,Roseann
575,Rubye
576,Gerry
577,Minerva
578,Vada
579,Cleta
580,Denise
581,Leslie
582,Aurelia
583,Celeste
584,Margot
585,Treva
586,Verda
587,Benita
588,Emogene
589,Iola
590,Kitty
591,Elisabeth
592,Jeanie
593,Leora
594,Pattie
595,Angelita
596,Enid
597,Francisca
598,Georgianna
599,Harriette
600,Louisa
601,Maryanne
602,Oma
603,Ona
604,Alva
605,Libby
606,Maurine
607,Gussie
608,Nila
609,Rosalind
610,Tina
611,Veda
612,Donnie
613,Florene
614,Hellen
615,Syble
616,Vida
617,Dale
618,Elisa
619,Juliette
620,Lettie
621,Dovie
622,Erna
623,Josefina
624,Lauretta
625,Dorene
626,Margret
627,Ouida
628,Sharlene
629,Toni
630,Valeria
631,Vernice
632,Christene
633,Leatrice
634,Oleta
635,Donald
636,Elsa
637,Gilda
638,Jayne
639,Maryjane
640,Philomena
641,Vesta
642,Nedra
643,Zola
644,Gertie
645,Marvel
646,Tillie
647,Una
648,Magdalene
649,Socorro
650,Sophia
651,Ursula
652,Brenda
653,Alvina
654,Lavern
655,Myrtis
656,Carolina
657,Dorcas
658,Lavada
659,Rhea
660,Charline
661,Georgette
662,Manuela
663,Rochelle
664,Sydney
665,Carroll
666,Theda
667,Celestine
668,Madeleine
669,Toby
670,Katheryn
671,Alpha
672,Augusta
673,Kaye
674,Lura
675,Charleen
676,Crystal
677,Billy
678,Floy
679,Idella
680,Darleen
681,Elise
682,Emilia
683,Isabell
684,Laurel
685,Marylin
686,Dana
687,Georgiana
688,Norine
689,Charmaine
690,Cherry
691,Elda
692,Kate
693,Berta
694,Cathryn
695,Darline
696,Vonda
697,Mina
698,Mitzi
699,Norene
700,Carrol
701,Dorotha
702,Fanny
703,Felicia
704,Isabella
705,Elida
706,Garnet
707,Hallie
708,Yvette
709,Arleen
710,Albertha
711,Annetta
712,Bernita
713,Georgina
714,Jeraldine
715,Joseph
716,Leatha
717,Easter
718,Johnie
719,Jolene
720,Lavina
721,Leonora
722,Raquel
723,Sonja
724,Billye
725,Georgene
726,Martina
727,Roselyn
728,Ana
729,Lawanda
730,Margarette
731,Myrtice
732,Camilla
733,Cassie
734,Juana
735,Larue
736,Carmelita
737,Clementine
738,Theodora
739,Artie
740,Margarett
741,Marsha
742,Mazie
743,Mickey
744,Nella
745,Vergie
746,Estela
747,Gene
748,Maryellen
749,Marylyn
750,Novella
751,Kathy
752,Linnie
753,Lovie
754,Zoe
755,Zona
756,Chloe
757,Gale
758,Janelle
759,Leone
760,Loyce
761,Marianna
762,Nova
763,Sidney
764,Carmel
765,Eve
766,Lynda
767,Marilee
768,Cheryl
769,Ginger
770,Ivy
771,Jacquelin
772,Jonnie
773,Kathrine
774,Agatha
775,Catharine
776,David
777,Jocelyn
778,Lonnie
779,Marilou
780,Mozelle
781,Cherie
782,Elvera
783,Jeane
784,Laverna
785,Marva
786,Rubie
787,Adell
788,Augustine
789,Carma
790,Velva
791,Corene
792,Nada
793,Zora
794,Ardella
795,Bridget
796,Cecil
797,Daphne
798,Jacklyn
799,Joycelyn
800,Laurie
801,Lina
802,Rutha
803,Tessie
804,Aletha
805,Esta
806,Lea
807,Luanne
808,Merna
809,Willene
810,Wynona
811,Eloisa
812,Emilie
813,Lynette
814,Mittie
815,Adela
816,Armida
817,Coleen
818,Concepcion
819,Earlean
820,Eleanora
821,Evangelina
822,Hettie
823,Louvenia
824,Maybelle
825,Merlene
826,Patrica
827,Ray
828,Rosanna
829,Saundra
830,Verona
831,Becky
832,Colette
833,Cordelia
834,Dee
835,Elna
836,Gaynell
837,Kattie
838,Merry
839,Carleen
840,Dominga
841,Edward
842,Elease
843,Lucretia
844,Lulu
845,Lyla
846,Romaine
847,Rosanne
848,Catalina
849,Eldora
850,Julianne
851,Marina
852,Merilyn
853,Robin
854,Vonnie
855,Arla
856,Beatriz
857,Bethel
858,Dorine
859,Magdalena
860,Maxie
861,Ethelyn
862,Letitia
863,Melvina
864,Vilma
865,Barbra
866,Beverlee
867,Neoma
868,Susanna
869,Thomas
870,Willia
871,Alda
872,Evie
873,Luann
874,Walter
875,Almeda
876,Anastasia
877,Arvilla
878,Audra
879,Delfina
880,Ernestina
881,Henry
882,Marge
883,Nannette
884,Oralia
885,Pearlene
886,Retta
887,Rosita
888,Abbie
889,Bernardine
890,Janell
891,Mardell
892,Marita
893,Twyla
894,Annabell
895,Annamae
896,Dorla
897,Florida
898,Jeanetta
899,Jerrie
900,Orpha
901,Paul
902,Phylis
903,Ronald
904,Trudy
905,Cathleen
906,Dimple
907,Elmira
908,Era
909,Erlene
910,Freeda
911,Georgine
912,Mariann
913,Marta
914,Odell
915,Vernie
916,Winnifred
917,Berneice
918,Claudie
919,Doloris
920,Elois
921,Filomena
922,Nancie
923,Nanette
924,Tressie
925,Dean
926,Ethelene
927,Golda
928,Hortense
929,Ira
930,Josefa
931,Malinda
932,Neta
933,Ossie
934,Rosia
935,Shirlene
936,Tomasa
937,Venita
938,Amalia
939,Audry
940,Clarissa
941,Elayne
942,Frank
943,Glendora
944,Lida
945,Lolita
946,Marcelina
947,Verlene
948,Ardell
949,Delilah
950,Magnolia
951,Mayme
952,Romona
953,Sherrill
954,Vicki
955,Adella
956,Arthur
957,Eartha
958,Hortencia
959,Jamie
960,Karol
961,Lavona
962,Leonor
963,Louann
964,Luvenia
965,Mozell
966,Altha
967,Blanch
968,Debra
969,Dorthey
970,Natalia
971,Palma
972,Penny
973,Adelina
974,Alison
975,Belle
976,Elissa
977,Herminia
978,Joye
979,Madie
980,Marylee
981,Antonette
982,Ceola
983,Christeen
984,Delora
985,Dena
986,Erlinda
987,Estell
988,Gerald
989,Leanna
990,Nathalie
991,Sharron
992,Waneta
993,Alexandra
994,Bettylou
995,Delta
996,Juliana
997,Katy
998,Kenneth
999,Lita
1000,Marceline
