Rank,Name
1,Mary
2,Lisa
3,Susan
4,Linda
5,Karen
6,Patricia
7,Donna
8,Cynthia
9,Sandra
10,Deborah
11,Brenda
12,Barbara
13,Debra
14,Lori
15,Pamela
16,Nancy
17,Sharon
18,Teresa
19,Elizabeth
20,Cheryl
21,Laura
22,Kimberly
23,Julie
24,Carol
25,Kathy
26,Diane
27,Robin
28,Tammy
29,Kathleen
30,Denise
31,Debbie
32,Janet
33,Cindy
34,Michelle
35,Theresa
36,Kim
37,Jacqueline
38,Angela
39,Christine
40,Margaret
41,Tina
42,Carolyn
43,Laurie
44,Rebecca
45,Kelly
46,Rhonda
47,Jennifer
48,Catherine
49,Dawn
50,Connie
51,Terri
52,Janice
53,Sherry
54,Ann
55,Cathy
56,Diana
57,Maria
58,Judy
59,Sheila
60,Paula
61,Wendy
62,Joyce
63,Michele
64,Tracy
65,Beth
66,Beverly
67,Valerie
68,Amy
69,Suzanne
70,Wanda
71,Lynn
72,Jane
73,Annette
74,Jill
75,Bonnie
76,Vicki
77,Carla
78,Stephanie
79,Renee
80,Darlene
81,Martha
82,Gloria
83,Judith
84,Leslie
85,Shirley
86,Katherine
87,Betty
88,Peggy
89,Joan
90,Anne
91,Anita
92,Jean
93,Kathryn
94,Gail
95,Melissa
96,Ruth
97,Ellen
98,Regina
99,Dorothy
100,Anna
101,Penny
102,Joanne
103,Virginia
104,Maureen
105,Rita
106,Colleen
107,Vickie
108,Terry
109,Marie
110,Rose
111,Andrea
112,Jackie
113,Sarah
114,Victoria
115,Becky
116,Julia
117,Gina
118,Elaine
119,Helen
120,Phyllis
121,Sherri
122,Marilyn
123,Melanie
124,Sylvia
125,Tamara
126,Alice
127,Yvonne
128,Dana
129,Melinda
130,Sue
131,Eileen
132,Christina
133,Sally
134,Sandy
135,Frances
136,Monica
137,Joann
138,Jeanne
139,Carrie
140,Sheryl
141,Belinda
142,Shari
143,Lorraine
144,Pam
145,Shelly
146,Evelyn
147,Charlotte
148,Loretta
149,Toni
150,Charlene
151,Tracey
152,Jo
153,Vanessa
154,Veronica
155,Marcia
156,Deanna
157,Patty
158,Joy
159,Glenda
160,Doris
161,Holly
162,Roberta
163,Jeanette
164,Norma
165,Gwendolyn
166,Heidi
167,Yolanda
168,Sheri
169,Lynne
170,Carmen
171,Jamie
172,Melody
173,Teri
174,Tami
175,Vicky
176,Sara
177,Caroline
178,Dianne
179,Marsha
180,Shelley
181,Rosemary
182,Crystal
183,Lois
184,Patti
185,Audrey
186,Rachel
187,Lynda
188,Jan
189,Shelia
190,Juanita
191,Tammie
192,Kay
193,Irene
194,Vivian
195,Karla
196,Yvette
197,Jodi
198,Doreen
199,Tonya
200,Jody
201,April
202,Roxanne
203,Darla
204,Constance
205,Carole
206,Stacy
207,Alicia
208,Marianne
209,Rosa
210,Tanya
211,Marlene
212,Ramona
213,Natalie
214,Lydia
215,Chris
216,Arlene
217,Louise
218,Sonya
219,Robyn
220,Eva
221,Dianna
222,Lee
223,Ronda
224,June
225,Felicia
226,Jana
227,Stacey
228,Cassandra
229,Gayle
230,Grace
231,Alison
232,Jacquelyn
233,Debora
234,Sherrie
235,Dolores
236,Lora
237,Esther
238,Cheri
239,Marjorie
240,Lillian
241,Annie
242,Janine
243,Geraldine
244,Maryann
245,Ruby
246,Lynette
247,Joni
248,Lauren
249,Kelley
250,Jenny
251,Nina
252,Shannon
253,Lorie
254,Kimberley
255,Bridget
256,Bernadette
257,Josephine
258,Kristi
259,Delores
260,Allison
261,Kristine
262,Christy
263,Claudia
264,Edith
265,Emily
266,Margie
267,Pauline
268,Marla
269,Erin
270,Betsy
271,Susie
272,Nora
273,Angie
274,Terrie
275,Heather
276,Kelli
277,Mona
278,Priscilla
279,Lucy
280,Ginger
281,Therese
282,Lorrie
283,Amanda
284,Janie
285,Gretchen
286,Kerry
287,Edna
288,Myra
289,Rochelle
290,Georgia
291,Patsy
292,Antoinette
293,Mildred
294,Sonia
295,Jayne
296,Rosemarie
297,Cecilia
298,Nadine
299,Miriam
300,Francine
301,Tara
302,Cathleen
303,Bonita
304,Marian
305,Shawn
306,Bobbie
307,Emma
308,Patrice
309,Sabrina
310,Gwen
311,Kari
312,Kellie
313,Jeannie
314,Clara
315,Traci
316,Jeannette
317,Katrina
318,Leticia
319,Dora
320,Sonja
321,Joanna
322,Vera
323,Rene
324,Celeste
325,Irma
326,Leigh
327,Gladys
328,Kristin
329,Lana
330,Lucinda
331,Claire
332,Leah
333,Deirdre
334,Alma
335,Faith
336,Candy
337,Molly
338,Paulette
339,Thelma
340,Trina
341,Beatrice
342,Dena
343,Lesa
344,Bernice
345,Laurel
346,Nanette
347,Eleanor
348,Marion
349,Candace
350,Bertha
351,Dina
352,Billie
353,Karin
354,Luann
355,Jeri
356,Lauri
357,Wilma
358,Ella
359,Janis
360,Iris
361,Tracie
362,Ida
363,Adrienne
364,Jeanine
365,Jennie
366,Marcella
367,Trudy
368,Rosie
369,Lorri
370,Naomi
371,Daphne
372,Jessica
373,Danielle
374,Leanne
375,Liz
376,Polly
377,Faye
378,Jolene
379,Ana
380,Florence
381,Ethel
382,Lucille
383,Maxine
384,Cherie
385,Rosalind
386,Angelia
387,Dee
388,Kris
389,Della
390,Pat
391,Jeannine
392,Alisa
393,Tammi
394,Stella
395,Angel
396,Gay
397,Katie
398,Lorna
399,Susanne
400,Debby
401,Noreen
402,Darcy
403,Tamera
404,Kristy
405,Janette
406,Corinne
407,Amelia
408,Madeline
409,Lena
410,Cecelia
411,Desiree
412,Kristina
413,Jodie
414,Olga
415,Leann
416,Jerri
417,Marcy
418,Monique
419,Elisa
420,Margarita
421,Camille
422,Valarie
423,Kristen
424,Mindy
425,Kathi
426,Celia
427,Christie
428,Velma
429,Rena
430,Suzette
431,Sondra
432,Deanne
433,Hazel
434,Ladonna
435,Hope
436,Lillie
437,Kerri
438,Rosalie
439,Marguerite
440,Willie
441,Tamra
442,Johnna
443,Marybeth
444,Colette
445,Benita
446,Gale
447,Lou
448,Robbin
449,Robbie
450,Jessie
451,Deana
452,Mitzi
453,Delia
454,Verna
455,Margo
456,Gayla
457,Lynnette
458,Deidre
459,Barb
460,Laverne
461,Danette
462,Lenora
463,Dale
464,Kimberlee
465,Freda
466,Judi
467,Olivia
468,Harriet
469,Janelle
470,Randi
471,Leona
472,Geneva
473,Hilda
474,Ingrid
475,Viola
476,Cora
477,Maryellen
478,Daisy
479,Guadalupe
480,Coleen
481,Annmarie
482,Elise
483,Lea
484,Megan
485,Julianne
486,Elena
487,Lola
488,Cindi
489,Kathie
490,Agnes
491,Bobbi
492,Felecia
493,Roseann
494,Shelby
495,Ernestine
496,Helene
497,Dixie
498,Alesia
499,Deann
500,Tamela
501,Deloris
502,Johanna
503,Kristie
504,Tonia
505,Bridgette
506,Rachelle
507,Luanne
508,Maryanne
509,Elisabeth
510,Stacie
511,Isabel
512,Maura
513,Greta
514,Sallie
515,Christi
516,Jeanie
517,Mae
518,Deena
519,Sandi
520,Kendra
521,Marta
522,Myrna
