Rank,Girl Name,Boy Name
1,Olivia,Liam
2,Emma,Noah
3,Ava,Oliver
4,Charlotte,Elijah
5,Sophia,William
6,Amelia,James
7,Isabella,Benjamin
8,Mia,Lucas
9,Evelyn,Henry
10,Harper,Alexander
11,Camila,Mason
12,Abigail,Michael
13,Gianna,Ethan
14,Luna,Daniel
15,Ella,Jacob
16,Elizabeth,Logan
17,Sofia,Jackson
18,Emily,Levi
19,Avery,Sebastian
20,Mila,Mateo
21,Scarlett,Jack
22,Eleanor,Owen
23,Madison,Theodore
24,Layla,Aiden
25,Penelope,Samuel
26,Chloe,Joseph
27,Aria,John
28,Grace,David
29,Ellie,Wyatt
30,Nora,Matthew
31,Hazel,Luke
32,Zoey,Asher
33,Riley,Carter
34,Victoria,Julian
35,Lily,Grayson
36,Aurora,Leo
37,Violet,Jayden
38,Nova,Gabriel
39,Hannah,Isaac
40,Zoe,Lincoln
41,Emilia,Anthony
42,Stella,Dylan
43,Everly,Hudson
44,Isla,Ezra
45,Leah,Thomas
46,Lillian,Charles
47,Addison,Christopher
48,Willow,Jaxon
49,Paisley,Josiah
50,Lucy,Maverick
51,Natalie,Isaiah
52,Naomi,Andrew
53,Eliana,Joshua
54,Brooklyn,Elias
55,Elena,Nathan
56,Aubrey,Caleb
57,Claire,Ryan
58,Ivy,Adrian
59,Kinsley,Miles
60,Audrey,Eli
61,Maya,Nolan
62,Genesis,Christian
63,Skylar,Aaron
64,Bella,Ezekiel
65,Aaliyah,Cameron
66,Madelyn,Colton
67,Savannah,Luca
68,Anna,Hunter
69,Delilah,Landon
70,Serenity,Jonathan
71,Caroline,Santiago
72,Kennedy,Axel
73,Valentina,Easton
74,Ruby,Cooper
75,Sophie,Jeremiah
76,Alice,Angel
77,Gabriella,Roman
78,Sadie,Connor
79,Ariana,Jameson
80,Allison,Robert
81,Hailey,Greyson
82,Autumn,Jordan
83,Nevaeh,Ian
84,Quinn,Carson
85,Natalia,Jaxson
86,Sarah,Leonardo
87,Josephine,Nicholas
88,Cora,Dominic
89,Emery,Everett
90,Samantha,Austin
91,Piper,Xavier
92,Leilani,Brooks
93,Eva,Kai
94,Everleigh,Jose
95,Lydia,Parker
96,Madeline,Jace
97,Jade,Adam
98,Peyton,Wesley
99,Brielle,Kayden
100,Adeline,Silas
101,Vivian,Bennett
102,Rylee,Declan
103,Clara,Waylon
104,Raelynn,Weston
105,Melanie,Evan
106,Melody,Emmett
107,Athena,Micah
108,Julia,Ryder
109,Maria,Beau
110,Liliana,Damian
111,Hadley,Brayden
112,Rose,Gael
113,Arya,Rowan
114,Reagan,Harrison
115,Eliza,Bryson
116,Adalynn,Sawyer
117,Kaylee,Amir
118,Lyla,Kingston
119,Mackenzie,Jason
120,Alaia,Giovanni
121,Isabelle,Vincent
122,Charlie,Ayden
123,Mary,Chase
124,Arianna,Myles
125,Remi,Nathaniel
126,Margaret,Diego
127,Iris,Legend
128,Parker,Jonah
129,Ximena,River
130,Eden,Tyler
131,Ayla,Braxton
132,Kylie,Cole
133,Elliana,George
134,Josie,Milo
135,Katherine,Zachary
136,Faith,Ashton
137,Eloise,Luis
138,Alexandra,Jasper
139,Adalyn,Kaiden
140,Amaya,Adriel
141,Jasmine,Gavin
142,Amara,Bentley
143,Daisy,Calvin
144,Valerie,Zion
145,Reese,Juan
146,Brianna,Maxwell
147,Cecilia,Max
148,Esther,Ryker
149,Andrea,Carlos
150,Valeria,Emmanuel
151,Summer,Jayce
152,Norah,Lorenzo
153,Ashley,Ivan
154,Ariella,Jude
155,Emerson,August
156,Aubree,Malachi
157,Isabel,Kevin
158,Anastasia,Elliott
159,Ryleigh,Rhett
160,Lucia,Archer
161,Khloe,Luka
162,Londyn,Karter
163,Taylor,Arthur
164,Emersyn,Elliot
165,Callie,Justin
166,Sienna,Camden
167,Blakely,Brandon
168,Kehlani,Thiago
169,Genevieve,Jesus
170,Alina,Maddox
171,Juniper,King
172,Bailey,Theo
173,Maeve,Enzo
174,Molly,Matteo
175,Harmony,Emiliano
176,Magnolia,Dean
177,Georgia,Hayden
178,Freya,Finn
179,Catalina,Brody
180,Juliette,Antonio
181,Sloane,Abel
182,June,Alex
183,Sara,Tristan
184,Ada,Judah
185,Kimberly,Zayden
186,River,Graham
187,Ember,Miguel
188,Aliyah,Xander
189,Juliana,Atlas
190,Millie,Messiah
191,Teagan,Tucker
192,Brynlee,Barrett
193,Jordyn,Timothy
194,London,Alan
195,Morgan,Edward
196,Olive,Leon
197,Alaina,Dawson
198,Rosalie,Eric
199,Alyssa,Ace
200,Ariel,Victor
201,Finley,Abraham
202,Arabella,Nicolas
203,Hope,Jesse
204,Journee,Charlie
205,Leila,Walker
206,Alana,Patrick
207,Gemma,Joel
208,Gracie,Richard
209,Vanessa,Blake
210,Noelle,Beckett
211,Marley,Alejandro
212,Elise,Avery
213,Presley,Grant
214,Kamila,Oscar
215,Amy,Peter
216,Zara,Matias
217,Kayla,Amari
218,Payton,Lukas
219,Ruth,Andres
220,Blake,Arlo
221,Annabelle,Colt
222,Sage,Steven
223,Alani,Adonis
224,Aspen,Kyrie
225,Rachel,Felix
226,Laila,Marcus
227,Trinity,Holden
228,Lila,Preston
229,Alexa,Emilio
230,Daniela,Remington
231,Lilly,Kaleb
232,Lauren,Jeremy
233,Margot,Brantley
234,Elsie,Bryce
235,Zuri,Mark
236,Brooke,Israel
237,Adelyn,Knox
238,Sawyer,Phoenix
239,Lola,Kobe
240,Lilah,Nash
241,Sydney,Griffin
242,Mya,Caden
243,Selena,Kenneth
244,Ana,Kyler
245,Diana,Hayes
246,Vera,Rafael
247,Alayna,Jax
248,Nyla,Beckham
249,Elaina,Javier
250,Rebecca,Simon
251,Angela,Maximus
252,Alivia,Paul
253,Kali,Kaden
254,Phoebe,Omar
255,Rowan,Kash
256,Evangeline,Lane
257,Joanna,Riley
258,Dakota,Bryan
259,Raegan,Zane
260,Brooklynn,Louis
261,Camilla,Aidan
262,Malia,Paxton
263,Jane,Cash
264,Vivienne,Maximiliano
265,Camille,Karson
266,Nicole,Tobias
267,Catherine,Cayden
268,Miriam,Emerson
269,Jocelyn,Dallas
270,Julianna,Ronan
271,Lena,Brian
272,Adelaide,Walter
273,Lucille,Bradley
274,Mariana,Khalil
275,Paige,Jorge
276,Mckenzie,Josue
277,Myla,Damien
278,Charlee,Jett
279,Mckenna,Kairo
280,Kailani,Andre
281,Tessa,Zander
282,Oakley,Chance
283,Alayah,Hendrix
284,Amira,Crew
285,Adaline,Malakai
286,Harley,Cohen
287,Phoenix,Colin
288,Milani,Clayton
289,Annie,Daxton
290,Angelina,Malcolm
291,Lia,Lennox
292,Fiona,Jaden
293,Maggie,Martin
294,Cali,Kayson
295,Hayden,Bodhi
296,Leia,Francisco
297,Journey,Cody
298,Briella,Erick
299,Lennon,Kameron
300,Jayla,Atticus
301,Kaia,Dante
302,Saylor,Jensen
303,Thea,Cruz
304,Mariah,Brady
305,Adriana,Finley
306,Juliet,Anderson
307,Oaklynn,Joaquin
308,Kiara,Gunner
309,Aniyah,Muhammad
310,Alexis,Derek
311,Haven,Zayn
312,Gracelynn,Raymond
313,Delaney,Kyle
314,Kendall,Angelo
315,Winter,Reid
316,Lilith,Spencer
317,Logan,Nico
318,Amiyah,Prince
319,Evie,Jaylen
320,Alexandria,Jake
321,Gracelyn,Gideon
322,Gabriela,Stephen
323,Harlow,Manuel
324,Sutton,Ali
325,Makayla,Orion
326,Madilyn,Ellis
327,Evelynn,Rylan
328,Nina,Eduardo
329,Gia,Mario
330,Amina,Rory
331,Giselle,Odin
332,Amari,Cristian
333,Brynn,Tanner
334,Blair,Callum
335,Octavia,Julius
336,Michelle,Sean
337,Talia,Ricardo
338,Demi,Kane
339,Kaylani,Travis
340,Alaya,Wade
341,Izabella,Titus
342,Fatima,Fernando
343,Tatum,Warren
344,Lilliana,Leonel
345,Makenzie,Edwin
346,Arielle,Cairo
347,Palmer,Corbin
348,Melissa,Dakota
349,Samara,Ismael
350,Destiny,Major
351,Willa,Colson
