Rank,Girl Name,Boy Name
1,Mary,John
2,Anna,William
3,Elizabeth,James
4,Margaret,George
5,Emma,Charles
6,Minnie,Frank
7,Florence,Joseph
8,Ethel,Harry
9,Bessie,Robert
10,Clara,Edward
11,Bertha,Henry
12,Alice,Thomas
13,Annie,Walter
14,Ida,Arthur
15,Grace,Fred
16,Mabel,Albert
17,Helen,Clarence
18,Edna,Roy
19,Nellie,Louis
20,Sarah,Samuel
21,Martha,Benjamin
22,Ella,David
23,Lillian,Ernest
24,Pearl,Richard
25,Laura,Joe
26,Rose,Willie
27,Carrie,Carl
28,Gertrude,Earl
29,Edith,Charlie
30,Marie,Will
31,Eva,Jesse
32,Cora,Oscar
33,Myrtle,Andrew
34,Frances,Elmer
35,Hattie,Paul
36,Maude,Daniel
37,Lillie,Raymond
38,Louise,Howard
39,Jennie,Ralph
40,Julia,Sam
41,Elsie,Alfred
42,Catherine,Herbert
43,Jessie,Ben
44,Mattie,Frederick
45,Lena,Peter
46,Ruth,Lee
47,Lula,Lewis
48,Hazel,Herman
49,Josephine,Claude
50,Agnes,Tom
51,Ada,Michael
52,Blanche,Eugene
53,Fannie,Martin
54,Lucy,Ray
55,Stella,Francis
56,Katherine,Lawrence
57,Mae,Harold
58,Mamie,Jim
59,Dora,Leo
60,Nora,Edgar
61,Maggie,Jack
62,Alma,Clyde
63,Irene,Floyd
64,May,Harvey
65,Effie,Otto
66,Rosa,Edwin
67,Sadie,Jacob
68,Ellen,Harrison
69,Mildred,Chester
70,Nettie,Guy
71,Susie,Ed
72,Della,Luther
73,Daisy,Homer
74,Lizzie,Patrick
75,Esther,Bert
76,Viola,Theodore
77,Sallie,Leonard
78,Ruby,Hugh
79,Flora,Allen
80,Katie,Anthony
81,Beulah,Bernard
82,Lottie,Lester
83,Lydia,Grover
84,Caroline,Oliver
85,Willie,Ira
86,Nancy,Jessie
87,Etta,Clifford
88,Olive,Charley
89,Charlotte,Russell
90,Addie,Archie
91,Georgia,Isaac
92,Maud,Leroy
93,Emily,Alexander
94,Kathryn,Leon
95,Pauline,Philip
96,Gladys,August
97,Amanda,Milton
98,Mollie,Lloyd
99,Harriet,Warren
100,Nannie,Horace
101,Virginia,Stephen
102,Dorothy,Everett
103,Jane,Julius
104,Ollie,Victor
105,Kate,Eddie
106,Theresa,Leslie
107,Susan,Marion
108,Beatrice,Stanley
109,Leona,Emil
110,Amelia,Percy
111,Ora,Sidney
112,Ann,Norman
113,Lulu,Alvin
114,Rebecca,Alex
115,Marion,Willis
116,Henrietta,Jess
117,Iva,Nathan
118,Evelyn,Matthew
119,Matilda,Dan
120,Marguerite,Dave
121,Nina,Otis
122,Vera,Ross
123,Eleanor,Wallace
124,Lola,Amos
125,Anne,Gus
126,Eliza,Morris
127,Hannah,Sylvester
128,Estella,Dennis
129,Estelle,Jerry
130,Sara,Mack
131,Inez,Maurice
132,Augusta,Emmett
133,Lela,Rufus
134,Rachel,Calvin
135,Belle,Jake
136,Essie,Lonnie
137,Amy,Gilbert
138,Hilda,Perry
139,Sophia,Jay
140,Barbara,Glenn
141,Goldie,Alonzo
142,Rosie,Cecil
143,Maria,Wilbur
144,Mayme,Adolph
145,Allie,Earnest
146,Mable,Mark
147,Alta,Wesley
148,Janie,Franklin
149,Flossie,Willard
150,Ina,Melvin
151,Ola,Clinton
152,Lucille,Elbert
153,Josie,Adam
154,Bernice,Virgil
155,Genevieve,Edmund
156,Nell,Claud
157,Olga,Levi
158,Eula,Aaron
159,Betty,Noah
160,Christine,Abraham
161,Tillie,Felix
162,Winifred,Hubert
163,Eunice,Max
164,Bess,Roscoe
165,Delia,Rudolph
166,Callie,Timothy
167,Victoria,Manuel
168,Millie,Ellis
169,Verna,Jose
170,Loretta,Nelson
171,Luella,Moses
172,Sophie,Phillip
173,Jean,Cornelius
174,Louisa,Marshall
175,Mathilda,Marvin
176,Celia,Clayton
177,Birdie,Irvin
178,Sylvia,Jasper
179,Frieda,Ollie
180,Winnie,Donald
181,Rena,Owen
182,Marjorie,Anton
183,Violet,Reuben
184,Adeline,Vernon
185,Lois,Wiley
186,Isabel,Mike
187,Rhoda,Christopher
188,Bettie,Johnnie
189,Bertie,Jeff
190,Christina,Simon
191,Isabelle,Austin
192,Hulda,Fredrick
193,Cecelia,Monroe
194,Lora,Nicholas
195,Elva,Curtis
196,Lucile,Silas
197,Irma,Bennie
198,Leah,Hiram
199,Carolyn,Kenneth
200,Gussie,Forrest
201,Selma,Irving
202,Lelia,Vincent
203,Alberta,Orville
204,Dollie,Steve
205,Leila,Alva
206,Roxie,Bruce
207,Sally,Don
208,Myra,Bill
209,Virgie,Elijah
210,Lou,Juan
211,Katharine,Cleveland
212,Nelle,Eli
213,Geneva,Gordon
214,Cornelia,Harley
215,Adele,Pete
216,Johanna,Roland
217,Lila,Clifton
218,Teresa,Sherman
219,Freda,Glen
220,Sue,Dock
221,Hester,Mose
222,Hettie,Barney
223,Norma,Edd
224,Abbie,Ervin
225,Gertie,Ike
226,Jeanette,Bob
227,Adelaide,Christian
228,Harriett,Clark
229,Elsa,Karl
230,Fern,Pearl
231,Helena,Julian
232,Leola,Roger
233,Lura,Bud
234,Olivia,Gerald
235,Elma,Jerome
236,Regina,Nathaniel
237,Erma,Boyd
238,Hallie,Earle
239,Zella,Ivan
240,Lilly,Ora
241,Wilhelmina,Scott
242,Linnie,Andy
243,Jeannette,Tony
244,Lenora,Edmond
245,Marian,Luke
246,Mina,Lynn
247,Cecilia,Major
248,Claudia,Riley
249,Francis,Wilson
250,Madeline,Lon
251,Fanny,Anderson
252,Kathleen,Arnold
253,Lettie,Chris
254,Myrtie,Emery
255,Meta,Jackson
256,Fay,Jeremiah
257,Lily,Mathew
258,Lucinda,Millard
259,Maudie,Wade
260,Vivian,Clem
261,Mittie,Emanuel
262,Alvina,Mary
263,Isabella,Columbus
264,Madge,Louie
265,Miriam,Solomon
